0.000000e+00	-6.000000e-02	
2.500000e-05	-6.000193e-02	
5.000000e-05	-5.999069e-02	
7.500000e-05	-5.998140e-02	
1.000000e-04	-5.997304e-02	
1.250000e-04	-5.996520e-02	
1.500000e-04	-5.995767e-02	
1.750000e-04	-5.995035e-02	
2.000000e-04	-5.994317e-02	
2.250000e-04	-5.993607e-02	
2.500000e-04	-5.992905e-02	
2.750000e-04	-5.992209e-02	
3.000000e-04	-5.991517e-02	
3.250000e-04	-5.990829e-02	
3.500000e-04	-5.990145e-02	
3.750000e-04	-5.989464e-02	
4.000000e-04	-5.988786e-02	
4.250000e-04	-5.988111e-02	
4.500000e-04	-5.987439e-02	
4.750000e-04	-5.986769e-02	
5.000000e-04	-5.986103e-02	
5.250000e-04	-5.985438e-02	
5.500000e-04	-5.984776e-02	
5.750000e-04	-5.984117e-02	
6.000000e-04	-5.983459e-02	
6.250000e-04	-5.982804e-02	
6.500000e-04	-5.982151e-02	
6.750000e-04	-5.981500e-02	
7.000000e-04	-5.980851e-02	
7.250000e-04	-5.980203e-02	
7.500000e-04	-5.979558e-02	
7.750000e-04	-5.978915e-02	
8.000000e-04	-5.978273e-02	
8.250000e-04	-5.977633e-02	
8.500000e-04	-5.976995e-02	
8.750000e-04	-5.976358e-02	
9.000000e-04	-5.975723e-02	
9.250000e-04	-5.975090e-02	
9.500000e-04	-5.974458e-02	
9.750000e-04	-5.973828e-02	
1.000000e-03	-5.973199e-02	
1.025000e-03	-5.972571e-02	
1.050000e-03	-5.971945e-02	
1.075000e-03	-5.971321e-02	
1.100000e-03	-5.970697e-02	
1.125000e-03	-5.970075e-02	
1.150000e-03	-5.969455e-02	
1.175000e-03	-5.968835e-02	
1.200000e-03	-5.968217e-02	
1.225000e-03	-5.967600e-02	
1.250000e-03	-5.966984e-02	
1.275000e-03	-5.966370e-02	
1.300000e-03	-5.965756e-02	
1.325000e-03	-5.965144e-02	
1.350000e-03	-5.964533e-02	
1.375000e-03	-5.963923e-02	
1.400000e-03	-5.963314e-02	
1.425000e-03	-5.962706e-02	
1.450000e-03	-5.962099e-02	
1.475000e-03	-5.961493e-02	
1.500000e-03	-5.960888e-02	
1.525000e-03	-5.960284e-02	
1.550000e-03	-5.959681e-02	
1.575000e-03	-5.959079e-02	
1.600000e-03	-5.958478e-02	
1.625000e-03	-5.957878e-02	
1.650000e-03	-5.957278e-02	
1.675000e-03	-5.956680e-02	
1.700000e-03	-5.956083e-02	
1.725000e-03	-5.955486e-02	
1.750000e-03	-5.954890e-02	
1.775000e-03	-5.954295e-02	
1.800000e-03	-5.953701e-02	
1.825000e-03	-5.953108e-02	
1.850000e-03	-5.952516e-02	
1.875000e-03	-5.951924e-02	
1.900000e-03	-5.951333e-02	
1.925000e-03	-5.950743e-02	
1.950000e-03	-5.950154e-02	
1.975000e-03	-5.949565e-02	
2.000000e-03	-5.948977e-02	
2.025000e-03	-5.948390e-02	
2.050000e-03	-5.947804e-02	
2.075000e-03	-5.947218e-02	
2.100000e-03	-5.946633e-02	
2.125000e-03	-5.946049e-02	
2.150000e-03	-5.945466e-02	
2.175000e-03	-5.944883e-02	
2.200000e-03	-5.944301e-02	
2.225000e-03	-5.943719e-02	
2.250000e-03	-5.943138e-02	
2.275000e-03	-5.942558e-02	
2.300000e-03	-5.941979e-02	
2.325000e-03	-5.941400e-02	
2.350000e-03	-5.940822e-02	
2.375000e-03	-5.940244e-02	
2.400000e-03	-5.939667e-02	
2.425000e-03	-5.939091e-02	
2.450000e-03	-5.938515e-02	
2.475000e-03	-5.937940e-02	
2.500000e-03	-5.937365e-02	
2.525000e-03	-5.936791e-02	
2.550000e-03	-5.936217e-02	
2.575000e-03	-5.935645e-02	
2.600000e-03	-5.935072e-02	
2.625000e-03	-5.934500e-02	
2.650000e-03	-5.933929e-02	
2.675000e-03	-5.933359e-02	
2.700000e-03	-5.932789e-02	
2.725000e-03	-5.932219e-02	
2.750000e-03	-5.931650e-02	
2.775000e-03	-5.931081e-02	
2.800000e-03	-5.930513e-02	
2.825000e-03	-5.929946e-02	
2.850000e-03	-5.929379e-02	
2.875000e-03	-5.928813e-02	
2.900000e-03	-5.928247e-02	
2.925000e-03	-5.927681e-02	
2.950000e-03	-5.927116e-02	
2.975000e-03	-5.926552e-02	
3.000000e-03	-5.925988e-02	
3.025000e-03	-5.925424e-02	
3.050000e-03	-5.924861e-02	
3.075000e-03	-5.924299e-02	
3.100000e-03	-5.923737e-02	
3.125000e-03	-5.923175e-02	
3.150000e-03	-5.922614e-02	
3.175000e-03	-5.922053e-02	
3.200000e-03	-5.921493e-02	
3.225000e-03	-5.920933e-02	
3.250000e-03	-5.920374e-02	
3.275000e-03	-5.919815e-02	
3.300000e-03	-5.919256e-02	
3.325000e-03	-5.918698e-02	
3.350000e-03	-5.918141e-02	
3.375000e-03	-5.917584e-02	
3.400000e-03	-5.917027e-02	
3.425000e-03	-5.916471e-02	
