-200.000000	0.290000
-190.000000	0.310000
-180.000000	0.330000
-170.000000	0.360000
-160.000000	0.390000
-150.000000	0.420000
-140.000000	0.470000
-130.000000	0.520000
-120.000000	0.580000
-110.000000	0.670000
-100.000000	0.780000
-90.000000	0.940000
-80.000000	1.180000
-70.000000	1.590000
-60.000000	2.420000
-50.000000	5.080000
-40.000000	15.010000
-30.000000	14.770000
-20.000000	14.100000
-10.000000	12.550000
0.000000	10.080000
10.000000	7.440000
20.000000	5.410000
30.000000	4.080000
40.000000	3.220000
50.000000	2.640000
60.000000	2.240000
70.000000	1.940000
80.000000	1.710000
90.000000	1.530000
100.000000	1.390000
