-200.000000	0.330000
-190.000000	0.390000
-180.000000	0.460000
-170.000000	0.540000
-160.000000	0.630000
-150.000000	0.740000
-140.000000	0.870000
-130.000000	1.010000
-120.000000	1.190000
-110.000000	1.390000
-100.000000	1.630000
-90.000000	1.890000
-80.000000	2.170000
-70.000000	2.440000
-60.000000	2.620000
-50.000000	2.590000
-40.000000	2.260000
-30.000000	1.700000
-20.000000	1.110000
-10.000000	0.670000
0.000000	0.380000
10.000000	0.210000
20.000000	0.110000
30.000000	0.060000
40.000000	0.030000
50.000000	0.020000
60.000000	0.000000
70.000000	0.010000
80.000000	0.010000
90.000000	0.010000
100.000000	0.010000
