-200.000000	0.999997
-190.000000	0.999993
-180.000000	0.999984
-170.000000	0.999966
-160.000000	0.999925
-150.000000	0.999837
-140.000000	0.999643
-130.000000	0.999218
-120.000000	0.998291
-110.000000	0.996270
-100.000000	0.991876
-90.000000	0.982397
-80.000000	0.962278
-70.000000	0.921016
-60.000000	0.842027
-50.000000	0.709005
-40.000000	0.526903
-30.000000	0.337351
-20.000000	0.188780
-10.000000	0.096146
0.000000	0.046370
10.000000	0.021743
20.000000	0.010058
30.000000	0.004623
40.000000	0.002118
50.000000	0.000969
60.000000	0.000443
70.000000	0.000203
80.000000	nan
90.000000	nan
100.000000	nan
